"Origin url","Url","Status code"
"https://www.lenouvelliste.ch/sortir/sorties-manifestations/brunch-aperitifs-after-works/afterwork-de-noustous-2019-1-840364","http://www.noustous.ch","404"
"https://www.lenouvelliste.ch/dossiers/coupe-du-monde-2018-en-russie/articles/coupe-du-monde-notre-guide-pour-vivre-une-competition-de-folie-en-valais-763950","https://www.fan-zone-conthey.ch/","404"
