"Origin domain","Origin page","Anchor","Link"
"epfl.ch","https://www.epfl.ch/campus/restaurants-shops-hotels/fr/restauration/food-truck/","Les services IC Cluster","http://iccluster.epfl.ch"
"unilu.ch","https://www.unilu.ch/en/university-life/canteen/","SWITCHdrive","https://toolbox.switch.ch"
