"Origin domain","Origin page","Anchor","Link"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000480175800001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31370095"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_6E706DA3083C","https://serval.unil.ch/notice/serval:BIB_6E706DA3083C"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_F4727BFFC750"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_F4727BFFC7505?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.3389/fmicb.2020.01947"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000568542100001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/32983005"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_F4727BFFC750","https://serval.unil.ch/notice/serval:BIB_F4727BFFC750"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1007/978-3-030-40406-2_5"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000703770900006"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/32399826"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_3CCDAECBDE69","https://serval.unil.ch/notice/serval:BIB_3CCDAECBDE69"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_76E7A5271D8D"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_76E7A5271D8D9?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.3389/fmicb.2020.584137"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000580560000001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/33133052"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_76E7A5271D8D","https://serval.unil.ch/notice/serval:BIB_76E7A5271D8D"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_AED3DDBE9005"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_AED3DDBE90054?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1038/s41540-019-0121-4"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000511214400001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31934348"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_AED3DDBE9005","https://serval.unil.ch/notice/serval:BIB_AED3DDBE9005"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_7824310363C5"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_7824310363C50?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1212/NXI.0000000000000643"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000530690100011"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31806684"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_7824310363C5","https://serval.unil.ch/notice/serval:BIB_7824310363C5"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_C2BCC5EE39F1"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_C2BCC5EE39F10?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1371/journal.pbio.3000600"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000510743800004"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31978045"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_C2BCC5EE39F1","https://serval.unil.ch/notice/serval:BIB_C2BCC5EE39F1"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_E5B9B0291A28"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_E5B9B0291A283?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1371/journal.pgen.1008591"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000514903300027"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31961855"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_E5B9B0291A28","https://serval.unil.ch/notice/serval:BIB_E5B9B0291A28"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_56AE9A1ECF47"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_56AE9A1ECF473?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1111/1365-2435.13445"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000487435700001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_56AE9A1ECF47","https://serval.unil.ch/notice/serval:BIB_56AE9A1ECF47"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1016/j.scr.2019.101619"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000506008200008"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31683098"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_2BB88877D39D","https://serval.unil.ch/notice/serval:BIB_2BB88877D39D"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1016/j.jgar.2019.05.005"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000501565800050"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31100499"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_A99574873386","https://serval.unil.ch/notice/serval:BIB_A99574873386"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1126/science.aay3965"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000500039200043"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31649139"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_9E013C97CC59","https://serval.unil.ch/notice/serval:BIB_9E013C97CC59"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_6CD3635A3577"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_6CD3635A35777?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1101/849711"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_6CD3635A3577","https://serval.unil.ch/notice/serval:BIB_6CD3635A3577"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_5A2ABAB8B9CC"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_5A2ABAB8B9CC3?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1038/s41598-019-53507-5"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000496716800024"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31729460"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_5A2ABAB8B9CC","https://serval.unil.ch/notice/serval:BIB_5A2ABAB8B9CC"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1164/rccm.201812-2372OC"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000494384000014"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31260638"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_2CF5B9B31B06","https://serval.unil.ch/notice/serval:BIB_2CF5B9B31B06"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_C186A707D634"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_C186A707D6348?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1016/j.cub.2019.07.088"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000489095500031"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31495586"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_C186A707D634","https://serval.unil.ch/notice/serval:BIB_C186A707D634"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_52D0AC9F4BCB"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_52D0AC9F4BCB1?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1128/MRA.00806-19"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31582437"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_52D0AC9F4BCB","https://serval.unil.ch/notice/serval:BIB_52D0AC9F4BCB"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1016/j.dnarep.2019.102691"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000491627000010"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31476574"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_A23C722A208B","https://serval.unil.ch/notice/serval:BIB_A23C722A208B"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_66E1D434E25B"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_66E1D434E25B8?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1038/s41564-019-0472-z"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000487286800012"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31182798"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_66E1D434E25B","https://serval.unil.ch/notice/serval:BIB_66E1D434E25B"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_37C40301ACDA"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_37C40301ACDA4?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1111/mmi.14350"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000481357800001"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31290194"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_37C40301ACDA","https://serval.unil.ch/notice/serval:BIB_37C40301ACDA"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_AD139EFD6DCC"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_AD139EFD6DCC8?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1128/MRA.01002-19"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31558637"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_AD139EFD6DCC","https://serval.unil.ch/notice/serval:BIB_AD139EFD6DCC"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.3390/w11101986"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000495598400031"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_52F382C05F62","https://serval.unil.ch/notice/serval:BIB_52F382C05F62"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_D75D344EEE3C"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_D75D344EEE3C8?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1083/jcb.201808161"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000484039900024"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","Pmid","https://pubmed.ncbi.nlm.nih.gov/31315942"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","serval:BIB_D75D344EEE3C","https://serval.unil.ch/notice/serval:BIB_D75D344EEE3C"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","","https://serval.unil.ch/structure/serval:BIB_FE6BF6CB6B77"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","URN","https://nbn-resolving.org/urn:nbn:ch:serval-BIB_FE6BF6CB6B779?siteLang=fr"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","DOI","https://dx.doi.org/10.1038/s41564-019-0538-y"
"applicationspub.unil.ch","https://applicationspub.unil.ch/interpub/noauth/php/Un/UnUnite.php?UnId=45&LanCode=8&menu=pub","WoS","http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=ResearchSoft&SrcApp=RefMan&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000482228400004"
