"Origin url","Url","Status code"
"https://www.luru.ch/lifestyle/detail/article/essen-auf-raedern-0059223/","http://www.thlunchbox.ch","404"
"https://www.luru.ch/lifestyle/detail/article/essen-auf-raedern-0059223/","http://www.thlunchbox.ch","404"
