"Origin url","Url","Status code"
"https://www.innovaud.ch/en/general/news/2019/startup-champions-seed-night-a-successful-2019-edition","https://www.wakeit.app/","https://www.namecheap.com/domains/registration/results/?domain=wakeit.app"
"https://www.innovaud.ch/en/about/about-innovaud/partners","https://www.alpict.com/","https://www.namecheap.com/domains/registration/results/?domain=alpict.com"
