"Origin domain","Origin page","Anchor","Link"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://pierresabatier.eu/","http://pierresabatier.eu/"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://lemag.eurosport.fr/tendances/le-kronum-kesako-1345/","http://lemag.eurosport.fr/tendances/le-kronum-kesako-1345/"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://economie.jeuneafrique.com/regions/afrique-subsaharienne/24484-les-patrons-arc-en-ciel-deploient-leurs-ailes.html","http://economie.jeuneafrique.com/regions/afrique-subsaharienne/24484-les-patrons-arc-en-ciel-deploient-leurs-ailes.html"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","https://www.clusif.asso.fr/fr/production/prestat/amo.asp?id=476","https://www.clusif.asso.fr/fr/production/prestat/amo.asp?id=476"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://www.europemaghreb.fr/sifaris-presente-au-forum-de-la-securite-it-en-algerie/","http://www.europemaghreb.fr/sifaris-presente-au-forum-de-la-securite-it-en-algerie/"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://www.sen360.com/sport/portrait-de-la-semaine-rose-angele-faye-l-afrique-a-son-parfum-209282.html","http://www.sen360.com/sport/portrait-de-la-semaine-rose-angele-faye-l-afrique-a-son-parfum-209282.html"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://www.sen360.com/style/chez-l-elegante-rose-angele-faye-tout-est-naturel-la-ligne-luxe-de-rose-angele-210018.html","http://www.sen360.com/style/chez-l-elegante-rose-angele-faye-tout-est-naturel-la-ligne-luxe-de-rose-angele-210018.html"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","Le site du Front Démocrate","http://www.frontdemocrate.org/regionales-2015-nomination-des-tetes-de-liste-front-democrate/"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","ceci","http://teamchina.fia-fe.com/en/news/nextev-china-racing-ev-technology-partnership.aspx"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://muzikomag.com/antosha-de-la-poesie-et-du-rap/","http://muzikomag.com/antosha-de-la-poesie-et-du-rap/"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","[57]","http://www.maisondelapoesie.qc.ca/nouvelles/2011/03-09-semaine-de-poesie-des-laurentides.html"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","[62]","http://www.actualitatea.it/primo-piano/694-aparitie-editoriala-de-exceptie-in-italia-antologia-dell-aforisma-romeno-contemporaneo.html"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://amelielesbains.blogs.lindependant.com/tag/science-fiction","http://amelielesbains.blogs.lindependant.com/tag/science-fiction"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","http://actualitesjeux.fr/2015/05/05/asfa-2-3-mai-2015/","http://actualitesjeux.fr/2015/05/05/asfa-2-3-mai-2015/"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","Bamako event.","http://www.bamakoevent.com/1911-la-galerie-ad-vous-invite-a-lexposition-x-ray-de-xavier-lucchesi-le-samedi-18-a-partir-de-17-heures/"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","gallerymh.","http://www.gallerymh.net/english/exhibition/02.php?tag=view1&regThid=122"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","Actu photo Timisoara.","http://fr.actuphoto.com/2854-xavier-lucchesi-france-timisoara.html"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","[117]","http://stylenews.peoplestylewatch.com/2015/02/05/model-chantelle-brown-young-vitiligo-campaign-ads-desigual-diesel/"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","[119]","http://www.vanilla-coconut.com/quand-chantelle-brown-young-leve-le-voile-sur-le-vitiligo"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","Institut Lumière - Exposition Lumière ! Le cinéma inventé","http://www.celebration-lumiere.org/lumiere-le-cinema-invente/applications.html"
"fr.wikipedia.org","https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Demande_de_restauration_de_page/Archives44","Sophistry Japon - Présentation de Boorbool sur le blog japonais Sophistry","http://www.sophistry.jp/boorbool/"
